return_id,order_id,customer_id,sku,return_date,purchase_date,return_text,customer_selected_reason,return_type,refund_amount,quantity,store_channel,return_channel,warranty_claim,days_since_purchase,return_status,ground_truth_reason,root_cause_group,preventable,preventable_owner,severity,ground_truth_priority,product_name,brand,product_category,subcategory,model,price,warranty_months,launch_date,weight,colour,battery_capacity,connector_type,operating_system,compatibility,supplier_id,packaging_type,listing_title,listing_description,listed_compatibility,listed_accessories,listed_dimensions,listed_colour,listing_last_updated,content_quality_score,compatibility_information_present,installation_guide_present,image_accuracy_score,viewed_product_page,viewed_compatibility_guide,viewed_size_guide,viewed_manual,contacted_support,support_contact_count,attempted_troubleshooting,replacement_requested,refund_requested,days_before_contact,customer_action_notes,inspection_date,inspector_id,physical_damage,functional_test,missing_accessories,packaging_damage,water_damage,battery_health,compatibility_verified,fault_confirmed,inspection_notes,inspection_outcome,date,scenario,returns_received,staff_available,normal_staff_capacity,processing_capacity,average_processing_minutes,backlog_size,carrier_delay_hours,urgent_demand_index,inspection_capacity,system_status
RET-109250,ORD-538923,CUST-114121,SKU-SMA-1016,2025-11-26,2025-11-20,camera quality is not as advertised,CUSTOMER_ORDER_ERROR,WARRANTY,458.09,1,ONLINE,LOCKER,True,6,REJECTED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2,VoltMax Smartphone 116,VoltMax,Smartphones,Smartphones Standard,MOD-2016,458.09,12,2023-10-04,1.69,Midnight Black,2000,HDMI,Android,Specific,SUP-101,Pouch,VoltMax Smartphone 116 - High Performance,Official VoltMax Smartphones with HDMI support.,iOS and Android,"Charger, User Manual, Cable",13x10x3 cm,Midnight Black,2024-03-02,0.98,True,True,0.92,True,False,True,True,True,1,True,False,True,5,Customer initiated return for LISTING_MISMATCH,2025-11-29,INSP-18,False,PASSED,False,False,False,87,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce,2025-11-26,NORMAL,60.0,29.0,30.0,60.0,13.0,10.0,1.5,1.0,60.0,HEALTHY
RET-108460,ORD-526818,CUST-118421,SKU-SMA-1094,2025-09-06,2025-08-21,power button got stuck,PRODUCT_DEFECT,WARRANTY,1039.92,1,RETAIL_STORE,IN_STORE_DROP,True,16,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,UltraLink Smartwatche 194,UltraLink,Smartwatches,Smartwatches Standard,MOD-2094,1039.92,6,2023-12-03,0.37,White,10000,Bluetooth,,iOS/Android,SUP-105,Reinforced Case,UltraLink Smartwatche 194 - High Performance,Official UltraLink Smartwatches with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",29x8x2 cm,White,2024-03-20,0.43,True,False,0.69,True,True,False,False,False,1,True,True,False,10,Customer initiated return for PRODUCT_DEFECT,2025-09-08,INSP-18,False,FAILED,False,False,False,93,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-09-06,NORMAL,40.0,26.0,30.0,60.0,14.0,10.0,0.6,1.0,60.0,HEALTHY
RET-105014,ORD-572188,CUST-97941,SKU-CAM-1099,2025-05-12,2025-04-23,router does not support mesh network,COMPATIBILITY_ISSUE,STANDARD_RETURN,684.7,2,RETAIL_STORE,LOCKER,False,19,PENDING_INSPECTION,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,SonicWave Camera 199,SonicWave,Cameras,Cameras Standard,MOD-2099,342.35,36,2023-06-24,1.41,Midnight Black,0,HDMI,,Specific,SUP-104,Pouch,SonicWave Camera 199 - High Performance,Official SonicWave Cameras with HDMI support.,iOS and Android,"Charger, User Manual, Cable",20x8x2 cm,Midnight Black,2024-05-26,0.9,True,True,0.91,True,False,True,True,True,2,True,False,True,9,Customer initiated return for COMPATIBILITY_ISSUE,2025-05-13,INSP-12,False,PASSED,False,False,False,87,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-05-12,DELIVERY_DELAY,54.0,27.0,30.0,60.0,15.0,21.0,31.9,1.0,60.0,DEGRADED
RET-107460,ORD-531768,CUST-128213,SKU-TAB-1143,2025-05-28,2025-05-14,customer accidentally ordered wrong model,CUSTOMER_ORDER_ERROR,STANDARD_RETURN,201.53,1,RETAIL_STORE,LOCKER,False,14,REJECTED,CUSTOMER_ORDER_ERROR,CUSTOMER,NO,Customer,LOW,P4,OmniGear Tablet 243,OmniGear,Tablets,Tablets Standard,MOD-2143,201.53,24,2024-01-05,0.86,White,2000,USB-C,iOS,Universal,SUP-100,Box,OmniGear Tablet 243 - High Performance,Official OmniGear Tablets with USB-C support.,See Description,"Charger, User Manual, Cable",14x9x3 cm,White,2024-03-24,1.0,False,True,0.99,True,False,False,False,True,0,False,False,True,3,Customer initiated return for CUSTOMER_ORDER_ERROR,2025-05-30,INSP-20,False,PASSED,False,False,False,87,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce,2025-05-28,NORMAL,30.0,25.0,30.0,60.0,13.0,5.0,2.0,1.0,60.0,HEALTHY
RET-101663,ORD-504675,CUST-110468,SKU-CAB-1148,2025-05-21,2025-05-07,product do3s not m4tch d3scription,LISTING_MISMATCH,STANDARD_RETURN,607.81,1,ONLINE,LOCKER,False,14,REJECTED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2,PixelCraft Cable 248,PixelCraft,Cables,Cables Standard,MOD-2148,607.81,24,2023-02-06,4.32,Midnight Black,0,Bluetooth,,iOS/Android,SUP-106,Box,PixelCraft Cable 248 - High Performance,Official PixelCraft Cables with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",26x15x1 cm,Midnight Black,2024-05-15,0.86,True,True,0.88,True,False,True,True,True,2,True,False,True,2,Customer initiated return for LISTING_MISMATCH,2025-05-23,INSP-15,False,PASSED,False,False,False,94,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-05-21,NORMAL,43.0,28.0,30.0,60.0,17.0,20.0,0.9,1.0,60.0,HEALTHY
RET-108611,ORD-574273,CUST-98415,SKU-HEA-1108,2025-09-25,2025-08-26,dented casing upon opening package,LISTING_MISMATCH,STANDARD_RETURN,525.36,1,RETAIL_STORE,IN_STORE_DROP,False,30,PENDING_INSPECTION,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2,OmniGear Headphone 208,OmniGear,Headphones,Headphones Standard,MOD-2108,525.36,12,2023-09-29,3.44,Silver,10000,HDMI,,Specific,SUP-102,Blister Pack,OmniGear Headphone 208 - High Performance,Official OmniGear Headphones with HDMI support.,iOS and Android,"Charger, User Manual, Cable",15x6x4 cm,Silver,2024-03-29,0.8,True,True,0.95,True,True,True,True,True,2,True,True,False,3,Customer initiated return for SHIPPING_DAMAGE,2025-09-27,INSP-15,True,PASSED,False,True,False,95,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage,2025-09-25,CAPACITY_LOSS,61.0,17.0,30.0,35.0,27.0,81.0,3.0,1.0,35.0,DEGRADED
RET-108218,ORD-513265,CUST-105330,SKU-CAB-1133,2025-08-20,2025-08-12,headphones won't connect to my laptop,COMPATIBILITY_ISSUE,STANDARD_RETURN,164.54,1,RETAIL_STORE,MAIL,False,8,PENDING_INSPECTION,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,SonicWave Cable 233,SonicWave,Cables,Cables Standard,MOD-2133,164.54,24,2023-07-15,2.7,Ocean Blue,0,HDMI,,Specific,SUP-108,Reinforced Case,SonicWave Cable 233 - High Performance,Official SonicWave Cables with HDMI support.,iOS and Android,"Charger, User Manual, Cable",12x6x4 cm,Ocean Blue,2024-01-25,0.87,True,True,0.86,True,False,True,True,False,0,True,False,True,0,Customer initiated return for COMPATIBILITY_ISSUE,2025-08-23,INSP-14,False,PASSED,False,False,False,100,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-08-20,NORMAL,40.0,27.0,30.0,60.0,12.0,10.0,1.8,1.0,60.0,HEALTHY
RET-110343,ORD-523660,CUST-107200,SKU-GAM-1045,2025-05-21,2025-04-29,manual didn't explain installation,SHIPPING_DAMAGE,STANDARD_RETURN,703.0,1,RETAIL_STORE,MAIL,False,22,PENDING_INSPECTION,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3,VoltMax Gaming Accessorie 145,VoltMax,Gaming Accessories,Gaming Accessories Standard,MOD-2045,703.0,24,2023-01-20,3.02,Space Gray,0,USB-C,,Universal,SUP-111,Pouch,VoltMax Gaming Accessorie 145 - High Performance,Official VoltMax Gaming Accessories with Micro USB support.,See Description,"Charger, User Manual, Cable",16x10x4 cm,Space Gray,2024-01-18,0.51,False,True,0.56,True,False,False,False,True,3,False,False,True,7,Customer initiated return for SETUP_DIFFICULTY,2025-05-23,INSP-18,False,PASSED,False,False,False,99,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-05-21,NORMAL,43.0,28.0,30.0,60.0,17.0,20.0,0.9,1.0,60.0,HEALTHY
RET-105461,ORD-550948,CUST-114591,SKU-MIC-1026,2025-03-11,2025-02-24,outer carton crushed during transit,PACKAGING_ISSUE,STANDARD_RETURN,1163.26,1,MARKETPLACE,MAIL,False,15,REJECTED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2,AeroTech Mice 126,AeroTech,Mice,Mice Standard,MOD-2026,1163.26,12,2023-03-27,2.48,Silver,0,Bluetooth,,iOS/Android,SUP-113,Eco Carton,AeroTech Mice 126 - High Performance,Official AeroTech Mice with Bluetooth support.,See Description,"Charger, User Manual, Cable",24x9x4 cm,Silver,2024-06-27,0.83,False,True,0.99,True,False,True,True,True,1,False,True,False,2,Customer initiated return for SHIPPING_DAMAGE,2025-03-12,INSP-12,True,PASSED,False,True,False,95,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage,2025-03-11,DELIVERY_DELAY,62.0,25.0,30.0,60.0,22.0,27.0,19.2,1.0,60.0,DEGRADED
RET-111529,ORD-562716,CUST-139020,SKU-ROU-1104,2025-01-17,2025-01-08,battery draining very fast,PRODUCT_DEFECT,STANDARD_RETURN,638.25,1,MARKETPLACE,LOCKER,False,9,PROCESSED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,SonicWave Router 204,SonicWave,Routers,Routers Standard,MOD-2104,638.25,36,2023-01-08,0.81,Silver,0,3.5mm Jack,,Specific,SUP-101,Eco Carton,SonicWave Router 204 - High Performance,Official SonicWave Routers with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",12x11x1 cm,Silver,2024-06-11,0.37,True,True,0.47,True,False,True,True,False,2,True,True,False,8,Customer initiated return for PRODUCT_DEFECT,2025-01-18,INSP-18,False,FAILED,False,False,False,47,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-01-17,URGENT_DEMAND,126.0,30.0,30.0,70.0,23.0,123.0,4.4,2.37,70.0,HEALTHY
RET-110412,ORD-515149,CUST-135266,SKU-ROU-1029,2025-05-08,2025-04-27,charger missing from box,SHIPPING_DAMAGE,WARRANTY,74.42,1,ONLINE,IN_STORE_DROP,True,11,PENDING_INSPECTION,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3,AeroTech Router 129,AeroTech,Routers,Routers Standard,MOD-2029,74.42,36,2023-09-15,0.87,White,0,HDMI,,Specific,SUP-101,Blister Pack,AeroTech Router 129 - High Performance,Official AeroTech Routers with HDMI support.,See Description,"Charger, User Manual, Cable",22x6x5 cm,White,2024-03-04,0.32,False,False,0.66,True,True,False,True,False,1,True,True,True,1,Customer initiated return for MISSING_ACCESSORY,2025-05-09,INSP-13,False,PASSED,True,False,False,100,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory,2025-05-08,NORMAL,53.0,26.0,30.0,60.0,14.0,8.0,1.6,1.0,60.0,HEALTHY
RET-107718,ORD-575484,CUST-105781,SKU-CAB-1088,2025-01-01,2025-05-05,outer carton crushed during transit,SHIPPING_DAMAGE,WARRANTY,720.13,1,RETAIL_STORE,LOCKER,True,3,REJECTED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2,NexusCore Cable 188,NexusCore,Cables,Cables Standard,MOD-2088,720.13,24,2023-08-13,2.4,Space Gray,0,USB-C,,Universal,SUP-111,Eco Carton,NexusCore Cable 188 - High Performance,Official NexusCore Cables with USB-C support.,iOS and Android,"Charger, User Manual, Cable",28x14x1 cm,Space Gray,2024-06-21,0.95,True,False,0.88,True,True,True,False,False,1,False,True,False,9,Customer initiated return for SHIPPING_DAMAGE,2025-05-10,INSP-12,True,PASSED,False,True,False,95,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage,2025-01-01,NORMAL,30.0,30.0,30.0,60.0,14.0,12.0,0.8,1.0,60.0,HEALTHY
RET-107202,ORD-525439,CUST-122455,SKU-KEY-1040,2025-10-05,2025-09-25,bluetooth disconnecting every few minutes,SETUP_DIFFICULTY,STANDARD_RETURN,823.25,1,ONLINE,LOCKER,False,10,PROCESSED,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3,PixelCraft Keyboard 140,PixelCraft,Keyboards,Keyboards Standard,MOD-2040,823.25,6,2023-07-01,4.43,Ocean Blue,0,HDMI,,Specific,SUP-109,Blister Pack,PixelCraft Keyboard 140 - High Performance,Official PixelCraft Keyboards with HDMI support.,iOS and Android,"Charger, User Manual, Cable",20x11x2 cm,Ocean Blue,2024-03-09,0.96,True,False,0.96,True,False,True,False,True,4,False,False,True,1,Customer initiated return for SETUP_DIFFICULTY,2025-10-06,INSP-11,False,PASSED,False,False,False,85,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-10-05,NORMAL,35.0,26.0,30.0,60.0,18.0,9.0,1.8,1.0,60.0,HEALTHY
RET-109659,ORD-576101,CUST-135943,SKU-GAM-1105,2025-05-25,2025-05-05,battery draining very fast,PRODUCT_DEFECT,STANDARD_RETURN,416.2,1,MARKETPLACE,IN_STORE_DROP,False,20,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P1,NexusCore Gaming Accessorie 205,NexusCore,Gaming Accessories,Gaming Accessories Standard,MOD-2105,416.2,36,2023-11-29,4.27,White,0,USB-C,,Universal,SUP-106,Pouch,NexusCore Gaming Accessorie 205 - High Performance,Official NexusCore Gaming Accessories with USB-C support.,iOS and Android,"Charger, User Manual, Cable",20x5x3 cm,White,2024-04-01,0.82,True,True,0.85,True,True,False,True,False,1,True,True,False,1,Customer initiated return for PRODUCT_DEFECT,2025-05-28,INSP-15,False,FAILED,False,False,False,23,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-05-25,NORMAL,39.0,29.0,30.0,60.0,17.0,14.0,1.2,1.0,60.0,HEALTHY
RET-107712,ORD-538444,CUST-113851,SKU-KEY-1085,2025-01-01,2025-01-23,left earbud stopped working,PRODUCT_DEFECT,STANDARD_RETURN,299.24,1,MARKETPLACE,LOCKER,False,13,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4,VoltMax Keyboard 185,VoltMax,Keyboards,Keyboards Standard,MOD-2085,299.24,6,2023-03-22,2.1,White,0,USB-C,,Universal,SUP-107,Pouch,VoltMax Keyboard 185 - High Performance,Official VoltMax Keyboards with USB-C support.,iOS and Android,"Charger, User Manual, Cable",27x8x2 cm,White,2024-03-09,0.93,True,True,0.91,True,True,True,True,True,2,True,True,False,1,Customer initiated return for PRODUCT_DEFECT,2025-02-06,INSP-20,False,FAILED,False,False,False,92,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-01-01,NORMAL,30.0,30.0,30.0,60.0,14.0,12.0,0.8,1.0,60.0,HEALTHY
RET-104454,ORD-562599,CUST-104896,SKU-SMA-1031,2025-03-03,2025-02-15,product overheating during charging,PRODUCT_DEFECT,STANDARD_RETURN,748.97,1,RETAIL_STORE,LOCKER,False,16,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,AeroTech Smartphone 131,AeroTech,Smartphones,Smartphones Standard,MOD-2031,748.97,36,2023-12-03,1.1,Space Gray,5000,Micro-USB,Android,Specific,SUP-103,Pouch,AeroTech Smartphone 131 - High Performance,Official AeroTech Smartphones with Micro-USB support.,iOS and Android,"Charger, User Manual, Cable",20x6x1 cm,Space Gray,2024-04-27,0.85,True,True,0.89,True,True,False,True,True,1,False,True,False,3,Customer initiated return for PRODUCT_DEFECT,2025-03-04,INSP-12,False,FAILED,False,False,False,99,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-03-03,NORMAL,52.0,28.0,30.0,60.0,16.0,5.0,0.7,1.0,60.0,HEALTHY
RET-100375,ORD-518956,CUST-111217,SKU-TVS-1082,2025-01-09,2025-01-03,display lines appeared after 5 months,WARRANTY_FAILURE,WARRANTY,231.88,2,RETAIL_STORE,MAIL,True,6,REJECTED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P4,NexusCore TV 182,NexusCore,TVs,TVs Standard,MOD-2082,115.94,12,2023-03-02,3.85,White,0,HDMI,,Specific,SUP-109,Reinforced Case,NexusCore TV 182 - High Performance,Official NexusCore TVs with HDMI support.,iOS and Android,"Charger, User Manual, Cable",11x14x1 cm,White,2024-02-23,0.86,True,True,0.94,True,True,True,True,True,2,True,False,True,6,Customer initiated return for WARRANTY_FAILURE,2025-01-12,INSP-17,False,FAILED,False,False,False,90,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-01-09,CAPACITY_LOSS,59.0,18.0,30.0,35.0,36.0,76.0,1.6,1.0,35.0,DEGRADED
RET-104154,ORD-506459,CUST-98617,SKU-GAM-1060,2025-09-12,2025-08-21,box arrived soaked in rain,PACKAGING_ISSUE,STANDARD_RETURN,1030.23,1,ONLINE,LOCKER,False,22,APPROVED,PACKAGING_ISSUE,LOGISTICS,YES,Warehouse,LOW,P4,AeroTech Gaming Accessorie 160,AeroTech,Gaming Accessories,Gaming Accessories Standard,MOD-2060,1030.23,36,2023-09-02,4.72,Space Gray,0,USB-C,,Universal,SUP-112,Eco Carton,AeroTech Gaming Accessorie 160 - High Performance,Official AeroTech Gaming Accessories with USB-C support.,iOS and Android,"Charger, User Manual, Cable",22x7x4 cm,Space Gray,2024-02-02,0.85,True,True,0.95,True,False,False,False,False,2,False,False,True,1,Customer initiated return for PACKAGING_ISSUE,2025-09-14,INSP-18,False,PASSED,False,True,False,98,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-09-12,NORMAL,44.0,25.0,30.0,60.0,15.0,19.0,1.4,1.0,60.0,HEALTHY
RET-101513,ORD-538318,CUST-108183,SKU-SMA-1094,2025-12-06,2025-12-03,power button got stuck,PRODUCT_DEFECT,WARRANTY,2079.84,2,RETAIL_STORE,LOCKER,True,3,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,UltraLink Smartwatche 194,UltraLink,Smartwatches,Smartwatches Standard,MOD-2094,1039.92,6,2023-12-03,0.37,White,10000,Bluetooth,,iOS/Android,SUP-105,Reinforced Case,UltraLink Smartwatche 194 - High Performance,Official UltraLink Smartwatches with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",29x8x2 cm,White,2024-03-20,0.43,True,False,0.69,True,True,True,False,False,1,True,True,False,5,Customer initiated return for PRODUCT_DEFECT,2025-12-08,INSP-14,False,FAILED,False,False,False,94,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-12-06,CAPACITY_LOSS,53.0,13.0,30.0,35.0,30.0,92.0,2.0,1.0,35.0,DEGRADED
RET-107328,ORD-509101,CUST-127710,SKU-SMA-1049,2025-03-30,2025-03-25,manual didn't explain installation,SETUP_DIFFICULTY,STANDARD_RETURN,1488.78,2,RETAIL_STORE,IN_STORE_DROP,False,5,APPROVED,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3,VoltMax Smartwatche 149,VoltMax,Smartwatches,Smartwatches Standard,MOD-2049,744.39,24,2023-07-27,1.51,Ocean Blue,2000,Micro-USB,,Specific,SUP-112,Reinforced Case,VoltMax Smartwatche 149 - High Performance,Official VoltMax Smartwatches with Micro-USB support.,iOS and Android,"Charger, User Manual, Cable",15x15x1 cm,Ocean Blue,2024-03-13,0.94,True,True,0.99,True,False,False,False,True,2,False,False,True,8,Customer initiated return for SETUP_DIFFICULTY,2025-03-31,INSP-15,False,PASSED,False,False,False,87,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-03-30,CAPACITY_LOSS,62.0,16.0,30.0,35.0,39.0,43.0,2.7,1.0,35.0,DEGRADED
RET-108172,ORD-550341,CUST-108939,SKU-SMA-1001,2025-08-11,2025-08-09,wrong size cable,COMPATIBILITY_ISSUE,WARRANTY,44.64,1,MARKETPLACE,MAIL,True,2,PENDING_INSPECTION,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,SonicWave Smartphone 101,SonicWave,Smartphones,Smartphones Standard,MOD-2001,44.64,24,2023-05-06,3.73,White,2000,3.5mm Jack,iOS,Specific,SUP-101,Reinforced Case,SonicWave Smartphone 101 - High Performance,Official SonicWave Smartphones with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",27x6x5 cm,White,2024-04-18,0.81,True,True,0.96,True,False,False,True,True,0,True,False,True,9,Customer initiated return for COMPATIBILITY_ISSUE,2025-08-14,INSP-11,False,PASSED,False,False,False,90,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-08-11,NORMAL,45.0,25.0,30.0,60.0,12.0,7.0,0.6,1.0,60.0,HEALTHY
RET-100346,ORD-555703,CUST-136046,SKU-LAP-1137,2025-06-27,2025-06-18,manual didn't explain installation,SETUP_DIFFICULTY,WARRANTY,897.34,1,ONLINE,LOCKER,True,9,APPROVED,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3,SonicWave Laptop 237,SonicWave,Laptops,Laptops Standard,MOD-2137,897.34,24,2024-02-20,0.39,White,4000,HDMI,,Specific,SUP-108,Pouch,SonicWave Laptop 237 - High Performance,Official SonicWave Laptops with HDMI support.,iOS and Android,"Charger, User Manual, Cable",29x14x5 cm,White,2024-01-07,0.91,True,True,1.0,True,True,False,False,True,5,False,False,True,6,Customer initiated return for SETUP_DIFFICULTY,2025-06-28,INSP-16,False,PASSED,False,False,False,90,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-06-27,NORMAL,34.0,26.0,30.0,60.0,16.0,18.0,1.3,1.0,60.0,HEALTHY
RET-104081,ORD-563259,CUST-104826,SKU-MIC-1116,2025-07-01,2025-06-06,received wrong model version,LISTING_MISMATCH,WARRANTY,900.76,1,ONLINE,MAIL,True,25,REJECTED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2,OmniGear Mice 216,OmniGear,Mice,Mice Standard,MOD-2116,900.76,12,2023-04-13,3.95,Space Gray,0,Lightning,,Specific,SUP-108,Reinforced Case,OmniGear Mice 216 - High Performance,Official OmniGear Mice with Lightning support.,iOS and Android,"Charger, User Manual, Cable",27x10x1 cm,Space Gray,2024-04-11,0.85,True,True,0.91,True,False,False,True,False,2,False,False,True,1,Customer initiated return for LISTING_MISMATCH,2025-07-02,INSP-13,False,PASSED,False,False,False,92,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce,2025-07-01,NORMAL,39.0,30.0,30.0,60.0,16.0,10.0,0.6,1.0,60.0,HEALTHY
RET-104698,ORD-531106,CUST-107680,SKU-HEA-1033,2025-05-25,2025-04-25,outer carton crushed during transit,SHIPPING_DAMAGE,STANDARD_RETURN,652.1,1,ONLINE,IN_STORE_DROP,False,30,PROCESSED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2,SonicWave Headphone 133,SonicWave,Headphones,Headphones Standard,MOD-2033,652.1,24,2023-03-09,4.41,Space Gray,5000,USB-C,,Universal,SUP-104,Blister Pack,SonicWave Headphone 133 - High Performance,Official SonicWave Headphones with USB-C support.,iOS and Android,"Charger, User Manual, Cable",30x13x1 cm,Space Gray,2024-06-19,0.83,True,True,0.94,True,True,False,False,False,0,False,True,False,10,Customer initiated return for SHIPPING_DAMAGE,2025-05-26,INSP-14,True,PASSED,False,True,False,85,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage,2025-05-25,NORMAL,39.0,29.0,30.0,60.0,17.0,14.0,1.2,1.0,60.0,HEALTHY
RET-105542,ORD-575382,CUST-90392,SKU-HEA-1033,2025-01-30,2025-01-26,stopped working after 8 months under warranty,WARRANTY_FAILURE,WARRANTY,1304.2,2,ONLINE,IN_STORE_DROP,True,4,PROCESSED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P1,SonicWave Headphone 133,SonicWave,Headphones,Headphones Standard,MOD-2033,652.1,24,2023-03-09,4.41,Space Gray,5000,USB-C,,Universal,SUP-104,Blister Pack,SonicWave Headphone 133 - High Performance,Official SonicWave Headphones with USB-C support.,iOS and Android,"Charger, User Manual, Cable",30x13x1 cm,Space Gray,2024-06-19,0.83,True,True,0.94,True,False,True,False,True,2,False,False,True,9,Customer initiated return for WARRANTY_FAILURE,2025-02-01,INSP-19,False,FAILED,False,False,False,90,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-01-30,URGENT_DEMAND,124.0,29.0,30.0,70.0,22.0,120.0,7.7,1.25,70.0,HEALTHY
RET-107491,ORD-565722,CUST-125824,SKU-HEA-1018,2025-05-09,2025-04-29,expected usb c cable but not included,MISSING_ACCESSORY,STANDARD_RETURN,167.14,1,ONLINE,LOCKER,False,10,APPROVED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3,VoltMax Headphone 118,VoltMax,Headphones,Headphones Standard,MOD-2018,167.14,36,2024-04-29,2.69,White,4000,Micro-USB,,Specific,SUP-106,Blister Pack,VoltMax Headphone 118 - High Performance,Official VoltMax Headphones with Micro-USB support.,iOS and Android,Device Only,16x9x4 cm,White,2024-06-20,0.59,True,False,0.63,True,False,False,False,False,1,False,True,True,9,Customer initiated return for MISSING_ACCESSORY,2025-05-12,INSP-14,False,PASSED,True,False,False,87,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory,2025-05-09,URGENT_DEMAND,134.0,29.0,30.0,70.0,23.0,87.0,6.4,1.41,70.0,HEALTHY
